verdict_1,verdict_2,domain,source
תפ_55104-12-15,תפ_65260-11-15,drugs,internal_corrected
תפ_20414-08-12,תפ_39214-12-15,drugs,internal_corrected
תפ_39214-12-15,תפ_5687-03-23,drugs,internal_corrected
תפ_1175-08-21,תפ_2548-02-19,drugs,internal_corrected
תפ_54072-05-16,תפ_58167-11-10,drugs,internal_corrected
תפ_34266-09-18,תפ_49441-09-11,drugs,internal_corrected
תפ_44279-06-21,תפ_48281-08-18,drugs,internal_corrected
תפ_25934-06-19,תפ_27683-01-21,drugs,internal_corrected
תפ_19965-05-12,תפ_55496-07-13,drugs,internal_corrected
תפ_20161-12-21,תפ_70627-11-17,drugs,internal_corrected
תפ_33666-05-15,תפ_47874-04-19,drugs,internal_corrected
תפ_4911-12-16,תפ_65292-07-23,drugs,internal_corrected
תפ_13194-11-18,תפ_21280-11-18,drugs,internal_corrected
תפ_23454-02-17,תפ_53373-04-13,drugs,internal_corrected
תפ_25146-11-12,תפ_58237-07-21,drugs,internal_corrected
תפ_3867-05-14,תפ_7091-03-19,drugs,internal_corrected
תפ_31419-11-20,תפ_58591-08-18,drugs,internal_corrected
תפ_20414-08-12,תפ_59009-05-21,drugs,internal_corrected
תפ_34497-06-22,תפ_44279-06-21,drugs,internal_corrected
תפ_16752-10-20,תפ_6999-09-22,weapon,internal_corrected
תפ_30538-02-19,תפ_67646-05-24,drugs,internal_corrected
תפ_18421-04-22,תפ_24044-06-22,weapon,internal_corrected
תפ_25146-11-12,תפ_60394-12-12,drugs,internal_corrected
תפ_36469-02-12,תפ_7342-04-19,drugs,internal_corrected
תפ_10150-06-13,תפ_1057-05-15,drugs,internal_corrected
תפ_45644-11-22,תפ_5391-02-20,drugs,internal_corrected
תפ_31276-05-19,תפ_40055-03-18,drugs,internal_corrected
תפ_18846-06-20,תפ_38312-03-10,drugs,internal_corrected
תפ_13289-03-15,תפ_30197-04-17,drugs,internal_corrected
תפ_27295-12-17,תפ_4730-11-21,drugs,internal_corrected
תפ_34053-04-18,תפ_5726-02-16,drugs,internal_corrected
תפ_10150-06-13,תפ_34752-02-21,drugs,internal_corrected
תפ_13194-11-18,תפ_55496-07-13,drugs,internal_corrected
תפ_20770-11-22,תפ_52256-03-20,weapon,internal_corrected
תפ_27475-05-21,תפ_39936-04-12,drugs,internal_corrected
תפ_34242-02-16,תפ_9687-03-16,weapon,internal_corrected
תפ_14825-04-13,תפ_1681-12-15,drugs,internal_corrected
תפ_33439-01-21,תפ_54487-02-16,drugs,internal_corrected
תפ_23142-09-14,תפ_44843-01-19,drugs,internal_corrected
תפ_42879-09-21,תפ_46896-11-15,drugs,internal_corrected
תפ_17415-10-21,תפ_26357-10-15,drugs,internal_corrected
תפ_13236-03-18,תפ_46896-11-15,drugs,internal_corrected
תפ_38366-02-17,תפ_53219-03-14,drugs,internal_corrected
תפ_19985-04-14,תפ_42879-09-21,drugs,internal_corrected
תפ_40886-04-24,תפ_4730-11-21,drugs,internal_corrected
תפ_19985-04-14,תפ_52417-01-13,drugs,internal_corrected
תפ_4760-10-18,תפ_7091-03-19,drugs,internal_corrected
תפ_13236-03-18,תפ_16540-08-21,drugs,internal_corrected
תפ_16540-08-21,תפ_52417-01-13,drugs,internal_corrected
תפ_25146-11-12,תפ_70374-11-20,drugs,internal_corrected
תפ_32817-12-14,תפ_43875-08-17,drugs,internal_corrected
תפ_37850-05-17,תפ_4760-10-18,drugs,internal_corrected
תפ_1788-06-17,תפ_27295-12-17,drugs,internal_corrected
תפ_24239-05-17,תפ_327-04-17,drugs,internal_corrected
תפ_20534-02-12,תפ_67473-10-21,drugs,internal_corrected
תפ_1788-06-17,תפ_8988-11-22,drugs,internal_corrected
תפ_20414-08-12,תפ_20534-02-12,drugs,internal_corrected
תפ_44336-03-19,תפ_9380-03-21,drugs,internal_corrected
תפ_21291-04-23,תפ_5687-03-23,drugs,internal_corrected
תפ_26620-12-16,תפ_30197-04-17,drugs,internal_corrected
תפ_34792-10-18,תפ_8988-11-22,drugs,internal_corrected
תפ_15868-04-16,תפ_36831-09-13,drugs,internal_corrected
תפ_41269-05-16,תפ_74742-06-20,drugs,internal_corrected
תפ_29068-03-16,תפ_59087-01-18,drugs,external_cocite + internal_corrected
תפ_19985-04-14,תפ_35299-09-23,drugs,internal_corrected
תפ_1136-11-21,תפ_14553-12-23,drugs,internal_corrected
תפ_11220-12-18,תפ_3618-03-23,drugs,internal_corrected
תפ_429-03-17,תפ_4730-11-21,drugs,internal_corrected
תפ_13289-03-15,תפ_23443-04-21,drugs,internal_corrected
תפ_30717-01-19,תפ_6749-09-22,drugs,internal_corrected
תפ_33658-01-18,תפ_40239-09-17,drugs,internal_corrected
תפ_14313-09-19,תפ_34787-05-20,drugs,external_cocite + internal_corrected
תפ_13289-03-15,תפ_46786-01-23,drugs,internal_corrected
תפ_38531-11-18,תפ_8988-11-22,drugs,internal_corrected
תפ_23443-04-21,תפ_31628-07-15,drugs,internal_corrected
תפ_31579-08-23,תפ_43983-05-19,drugs,internal_corrected
תפ_15253-08-18,תפ_7091-03-19,drugs,internal_corrected
תפ_27593-03-13,תפ_35568-01-23,drugs,internal_corrected
תפ_49875-05-23,תפ_52567-05-23,drugs,internal_corrected
תפ_46735-02-20,תפ_48479-07-22,drugs,internal_corrected
תפ_38312-03-10,תפ_9369-01-13,drugs,internal_corrected
תפ_39308-05-15,תפ_7027-07-19,drugs,internal_corrected
תפ_35568-01-23,תפ_39491-09-17,drugs,internal_corrected
תפ_44015-11-21,תפ_46903-02-13,drugs,internal_corrected
תפ_1681-12-15,תפ_31579-08-23,drugs,internal_corrected
תפ_13373-10-23,תפ_59009-05-21,drugs,internal_corrected
תפ_43084-09-20,תפ_55496-07-13,drugs,internal_corrected
תפ_15747-08-22,תפ_38450-09-20,drugs,internal_corrected
תפ_13236-03-18,תפ_52882-04-15,drugs,internal_corrected
תפ_15963-02-13,תפ_21280-11-18,drugs,internal_corrected
תפ_23454-02-17,תפ_24239-05-17,drugs,internal_corrected
תפ_15927-07-23,תפ_39214-12-15,drugs,internal_corrected
תפ_27593-03-13,תפ_35299-09-23,drugs,internal_corrected
תפ_33697-12-18,תפ_44279-06-21,drugs,internal_corrected
תפ_21806-01-19,תפ_28736-03-20,drugs,internal_corrected
תפ_31276-05-19,תפ_64232-11-22,drugs,internal_corrected
תפ_14825-04-13,תפ_69278-05-18,drugs,internal_corrected
תפ_17021-03-13,תפ_4730-11-21,drugs,internal_corrected
תפ_39589-07-13,תפ_41688-08-17,drugs,internal_corrected
תפ_3256-16,תפ_429-03-17,drugs,internal_corrected
תפ_47941-06-15,תפ_58167-11-10,drugs,internal_corrected
תפ_21605-07-13,תפ_50105-10-12,drugs,internal_corrected
תפ_12708-04-14,תפ_33666-05-15,drugs,internal_corrected
תפ_27050-03-20,תפ_58453-07-22,weapon,internal_corrected
תפ_50607-03-19,תפ_63452-06-19,drugs,internal_corrected
תפ_41189-09-15,תפ_58237-07-21,drugs,internal_corrected
תפ_327-04-17,תפ_39034-01-18,drugs,internal_corrected
תפ_41968-09-17,תפ_61181-02-19,drugs,internal_corrected
תפ_20638-04-22,תפ_30876-03-17,drugs,external_cocite + internal_corrected
תפ_2599-09-17,תפ_33697-12-18,drugs,internal_corrected
תפ_23443-04-21,תפ_59009-05-21,drugs,internal_corrected
תפ_60519-03-19,תפ_9705-01-21,drugs,internal_corrected
תפ_22679-09-16,תפ_809-09-18,drugs,internal_corrected
תפ_43982-06-17,תפ_44336-03-19,drugs,internal_corrected
תפ_28889-07-14,תפ_74569-05-24,weapon,internal_corrected
תפ_13236-03-18,תפ_45644-11-22,drugs,internal_corrected
תפ_30717-01-19,תפ_6681-09-21,drugs,internal_corrected
תפ_327-04-17,תפ_46735-02-20,drugs,internal_corrected
תפ_24278-11-22,תפ_39308-05-15,drugs,internal_corrected
תפ_55444-10-21,תפ_59165-12-19,drugs,internal_corrected
תפ_19985-04-14,תפ_6749-09-22,drugs,internal_corrected
תפ_13336-05-15,תפ_23577-02-19,drugs,internal_corrected
תפ_21339-07-21,תפ_26685-11-18,drugs,internal_corrected
תפ_26032-04-14,תפ_27683-01-21,drugs,internal_corrected
תפ_43875-08-17,תפ_63696-02-18,drugs,internal_corrected
תפ_15457-09-18,תפ_16015-05-21,drugs,external_cocite + internal_corrected
תפ_20339-09-19,תפ_63672-03-19,drugs,internal_corrected
תפ_24748-08-22,תפ_45794-05-23,drugs,internal_corrected
תפ_37551-01-16,תפ_58167-11-10,drugs,internal_corrected
תפ_23454-02-17,תפ_49932-08-21,drugs,internal_corrected
תפ_31276-05-19,תפ_55496-07-13,drugs,internal_corrected
תפ_12699-03-18,תפ_35202-10-15,drugs,internal_corrected
תפ_34974-01-12,תפ_70374-11-20,drugs,internal_corrected
תפ_25934-06-19,תפ_9369-01-13,drugs,internal_corrected
תפ_52882-04-15,תפ_53373-04-13,drugs,internal_corrected
תפ_51176-10-17,תפ_61820-08-21,drugs,internal_corrected
תפ_39299-11-18,תפ_44336-03-19,drugs,internal_corrected
תפ_23408-05-15,תפ_43875-08-17,drugs,internal_corrected
תפ_3867-05-14,תפ_60394-12-12,drugs,internal_corrected
תפ_27593-03-13,תפ_4760-10-18,drugs,internal_corrected
תפ_30278-05-12,תפ_70401-02-19,drugs,internal_corrected
תפ_10810-11-20,תפ_11446-09-21,drugs,internal_corrected
תפ_33439-01-21,תפ_54176-01-13,drugs,internal_corrected
תפ_15091-06-21,תפ_17098-06-12,drugs,internal_corrected
תפ_39491-09-17,תפ_43983-05-19,drugs,internal_corrected
תפ_35639-06-16,תפ_8483-03-16,drugs,external_cocite + internal_corrected
תפ_26620-12-16,תפ_34792-10-18,drugs,internal_corrected
תפ_19883-06-19,תפ_57409-11-18,drugs,internal_corrected
תפ_31419-11-20,תפ_34706-09-19,drugs,internal_corrected
תפ_22160-02-14,תפ_46386-01-14,drugs,internal_corrected
תפ_24278-11-22,תפ_50860-02-20,drugs,internal_corrected
תפ_37694-03-15,תפ_9220-06-20,drugs,internal_corrected
תפ_41833-08-23,תפ_56936-07-24,drugs,internal_corrected
תפ_42253-12-23,תפ_76171-01-23,drugs,internal_corrected
תפ_33658-01-18,תפ_34497-06-22,drugs,internal_corrected
תפ_54179-09-14,תפ_57409-11-18,drugs,internal_corrected
תפ_45156-04-15,תפ_542-12-12,drugs,internal_corrected
תפ_305-12-12,תפ_4632-02-22,drugs,internal_corrected
תפ_39299-11-18,תפ_46967-02-21,drugs,external_cocite + internal_corrected
תפ_14553-12-23,תפ_64041-02-19,drugs,internal_corrected
תפ_15747-08-22,תפ_38176-10-14,drugs,internal_corrected
תפ_60394-12-12,תפ_67473-10-21,drugs,internal_corrected
תפ_21605-07-13,תפ_52330-08-18,drugs,internal_corrected
תפ_24239-05-17,תפ_4911-12-16,drugs,internal_corrected
תפ_39491-09-17,תפ_42712-02-12,drugs,internal_corrected
תפ_28397-10-19,תפ_41339-06-20,drugs,internal_corrected
תפ_27495-05-20,תפ_59541-10-18,drugs,external_cocite + internal_corrected
תפ_36422-07-13,תפ_44336-03-19,drugs,internal_corrected
תפ_429-03-17,תפ_55496-07-13,drugs,internal_corrected
תפ_20538-11-17,תפ_8988-11-22,drugs,internal_corrected
תפ_59009-05-21,תפ_9380-03-21,drugs,internal_corrected
תפ_62573-05-18,תפ_899-04-18,drugs,internal_corrected
תפ_10150-06-13,תפ_52165-12-17,drugs,internal_corrected
תפ_21459-04-15,תפ_64418-09-16,drugs,external_cocite + internal_corrected
תפ_17776-11-21,תפ_31270-05-24,weapon,internal_corrected
תפ_14734-11-19,תפ_691-09-19,drugs,internal_corrected
תפ_24822-01-21,תפ_39723-12-22,weapon,internal_corrected
תפ_1681-12-15,תפ_57341-02-23,drugs,internal_corrected
תפ_13289-03-15,תפ_52567-05-23,drugs,internal_corrected
תפ_16015-05-21,תפ_26524-10-14,drugs,internal_corrected
תפ_3548-09-24,תפ_69980-11-20,weapon,internal_corrected
תפ_12158-04-23,תפ_9369-01-13,drugs,internal_corrected
תפ_24154-01-12,תפ_49875-05-23,drugs,internal_corrected
תפ_4460-04-18,תפ_70401-02-19,drugs,external_cocite + internal_corrected
תפ_16540-08-21,תפ_27021-01-14,drugs,internal_corrected
תפ_14963-02-23,תפ_38312-03-10,drugs,internal_corrected
עפ_6029-03,תפ_1187-04-22,drugs,internal_corrected
תפ_17667-07-19,תפ_54648-02-17,drugs,external_cocite + internal_corrected
תפ_27593-03-13,תפ_52882-04-15,drugs,internal_corrected
תפ_33475-10-17,תפ_46786-01-23,drugs,internal_corrected
תפ_13667-09-17,תפ_27495-05-20,drugs,internal_corrected
תפ_24278-11-22,תפ_38312-03-10,drugs,internal_corrected
תפ_30343-04-19,תפ_46914-06-18,drugs,internal_corrected
תפ_3867-05-14,תפ_4911-12-16,drugs,internal_corrected
תפ_30197-04-17,תפ_7091-03-19,drugs,internal_corrected
תפ_25835-05-18,תפ_33658-01-18,drugs,internal_corrected
תפ_59117-03-21,תפ_60914-01-14,drugs,internal_corrected
תפ_3526-04-21,תפ_49055-02-18,drugs,internal_corrected
תפ_17021-03-13,תפ_3766-09-21,drugs,internal_corrected
תפ_42879-09-21,תפ_48479-07-22,drugs,internal_corrected
תפ_63642-12-18,תפ_71476-07-23,weapon,internal_corrected
תפ_32895-05-22,תפ_59329-02-18,drugs,internal_corrected
תפ_42653-08-23,תפ_60295-03-22,drugs,internal_corrected
תפ_28496-07-14,תפ_62092-06-16,drugs,internal_corrected
תפ_429-03-17,תפ_52882-04-15,drugs,external_cocite + internal_corrected
תפ_17891-03-14,תפ_57474-07-15,weapon,external_cocite + internal_corrected
תפ_2730-11-15,תפ_51933-05-12,drugs,internal_corrected
תפ_27593-03-13,תפ_3256-16,drugs,internal_corrected
תפ_27683-01-21,תפ_60295-03-22,drugs,internal_corrected
תפ_30876-03-17,תפ_51899-07-21,drugs,internal_corrected
תפ_39019-05-15,תפ_39034-01-18,drugs,internal_corrected
תפ_52567-05-23,תפ_809-09-18,drugs,internal_corrected
תפ_15963-02-13,תפ_73367-01-19,drugs,internal_corrected
תפ_15963-02-13,תפ_6659-02-21,drugs,internal_corrected
תפ_26032-04-14,תפ_67029-11-18,drugs,internal_corrected
תפ_47757-02-18,תפ_58237-07-21,drugs,internal_corrected
תפ_17415-10-21,תפ_43983-05-19,drugs,internal_corrected
תפ_47874-04-19,תפ_62794-11-21,drugs,internal_corrected
תפ_41280-09-16,תפ_607-10-13,drugs,internal_corrected
תפ_31628-07-15,תפ_37850-05-17,drugs,internal_corrected
תפ_16826-04-18,תפ_6788-06-16,drugs,internal_corrected
תפ_24154-01-12,תפ_48983-06-18,drugs,internal_corrected
תפ_17659-07-15,תפ_33947-10-15,drugs,internal_corrected
תפ_21873-06-16,תפ_3384-12-23,weapon,internal_corrected
תפ_29520-01-21,תפ_49244-01-22,drugs,internal_corrected
תפ_32494-01-21,תפ_57939-01-21,drugs,external_cocite + internal_corrected
תפ_26709-06-14,תפ_44658-09-22,drugs,internal_corrected
תפ_42879-09-21,תפ_59009-05-21,drugs,internal_corrected
תפ_12158-04-23,תפ_54176-01-13,drugs,internal_corrected
תפ_5486-09-21,תפ_67234-06-20,drugs,internal_corrected
תפ_4719-02-23,תפק_70755-06-20,drugs,internal_corrected
תפ_3526-04-21,תפ_7091-03-19,drugs,internal_corrected
תפ_10150-06-13,תפ_62573-05-18,drugs,internal_corrected
תפ_4435-11-17,תפ_7800-05-21,drugs,internal_corrected
תפ_12158-04-23,תפ_26357-10-15,drugs,internal_corrected
תפ_13432-04-12,תפ_63596-02-18,drugs,internal_corrected
תפ_13793-08-15,תפ_20825-08-14,drugs,internal_corrected
תפ_37764-03-21,תפ_46967-02-21,drugs,internal_corrected
תפ_20354-10-21,תפ_60444-08-19,drugs,internal_corrected
תפ_30003-03-22,תפ_39019-05-15,drugs,internal_corrected
תפ_12699-03-18,תפ_42653-08-23,drugs,internal_corrected
תפ_22679-09-16,תפ_37850-05-17,drugs,internal_corrected
תפ_31579-08-23,תפ_69865-03-18,drugs,internal_corrected
תפ_40602-04-24,תפ_61181-07-23,weapon,internal_corrected
תפ_33024-01-18,תפ_64232-11-22,drugs,external_cocite + internal_corrected
תפ_1136-11-21,תפ_13935-05-24,drugs,internal_corrected
תפ_1491-03-23,תפ_30678-02-22,drugs,internal_corrected
תפ_1197-11-21,תפ_20534-02-12,drugs,internal_corrected
תפ_21605-07-13,תפ_63672-03-19,drugs,internal_corrected
תפ_35074-05-17,תפ_39491-09-17,drugs,internal_corrected
תפ_39723-12-22,תפ_57283-05-21,weapon,internal_corrected
תפ_26792-04-16,תפ_30678-02-22,drugs,internal_corrected
תפ_1873-07-21,תפ_49472-07-18,drugs,internal_corrected
תפ_25146-11-12,תפ_50860-02-20,drugs,internal_corrected
תפ_43515-03-16,תפ_46039-04-17,drugs,external_cocite + internal_corrected
תפ_27475-05-21,תפ_39299-11-18,drugs,internal_corrected
תפ_22639-07-22,תפ_64041-02-19,drugs,internal_corrected
תפ_36328-09-15,תפ_9687-03-16,weapon,internal_corrected
תפ_37850-05-17,תפ_39936-04-12,drugs,internal_corrected
תפ_36831-09-13,תפ_44279-06-21,drugs,internal_corrected
תפ_737-10-13,תפ_9369-01-13,drugs,internal_corrected
תפ_42879-09-21,תפ_899-04-18,drugs,internal_corrected
תפ_11370-07-16,תפ_39308-05-15,drugs,internal_corrected
תפ_21291-04-23,תפ_24239-05-17,drugs,internal_corrected
תפ_12708-04-14,תפ_26839-11-16,drugs,internal_corrected
תפ_5341-07-19,תפ_55462-06-20,drugs,internal_corrected
תפ_21162-10-19,תפ_21291-04-23,drugs,internal_corrected
תפ_25351-06-21,תפ_49932-08-21,drugs,internal_corrected
תפ_20513-06-20,תפ_8988-11-22,drugs,internal_corrected
תפ_25934-06-19,תפ_43983-05-19,drugs,internal_corrected
תפ_47941-06-15,תפ_54072-05-16,drugs,internal_corrected
תפ_15963-02-13,תפ_34792-10-18,drugs,internal_corrected
תפ_20538-11-17,תפ_60394-12-12,drugs,internal_corrected
תפ_44336-03-19,תפ_55331-06-21,drugs,internal_corrected
תפ_19988-08-19,תפ_8887-10-21,drugs,internal_corrected
תפ_62278-03-24,תפ_67911-11-22,drugs,internal_corrected
תפ_2730-11-15,תפ_51123-01-12,drugs,internal_corrected
תפ_20538-11-17,תפ_69865-03-18,drugs,internal_corrected
תפ_22679-09-16,תפ_26620-12-16,drugs,internal_corrected
תפ_15253-08-18,תפ_20513-06-20,drugs,internal_corrected
תפ_5775-02-18,תפ_64232-11-22,drugs,internal_corrected
תפ_1108-05-15,תפ_23443-04-21,drugs,internal_corrected
תפ_34792-10-18,תפ_48479-07-22,drugs,internal_corrected
תפ_42164-10-19,תפ_47941-06-15,drugs,internal_corrected
תפ_31628-07-15,תפ_3618-03-23,drugs,internal_corrected
תפ_29550-06-13,תפ_59117-03-21,drugs,internal_corrected
תפ_25146-11-12,תפ_31276-05-19,drugs,internal_corrected
תפ_29520-01-21,תפ_48983-06-18,drugs,internal_corrected
תפ_14825-04-13,תפ_30678-02-22,drugs,internal_corrected
תפ_48352-05-15,תפ_70627-11-17,drugs,external_cocite + internal_corrected
תפ_2744-09-14,תפ_55163-03-15,drugs,internal_corrected
תפ_14460-04-22,תפ_25537-07-24,drugs,internal_corrected
תפ_17021-03-13,תפ_31628-07-15,drugs,internal_corrected
תפ_59009-05-21,תפ_60842-12-14,drugs,internal_corrected
תפ_26620-12-16,תפ_42712-02-12,drugs,internal_corrected
תפ_30876-03-17,תפ_37495-01-20,drugs,external_cocite + internal_corrected
תפ_27683-01-21,תפ_54026-01-20,drugs,internal_corrected
תפ_43983-05-19,תפ_52552-05-20,drugs,internal_corrected
תפ_44279-06-21,תפ_4632-02-22,drugs,internal_corrected
תפ_29520-01-21,תפ_41783-12-17,drugs,internal_corrected
תפ_22021-09-22,תפ_26792-04-16,drugs,internal_corrected
תפ_31628-07-15,תפ_737-10-13,drugs,internal_corrected
תפ_14963-02-23,תפ_7091-03-19,drugs,internal_corrected
תפ_42653-08-23,תפ_44843-01-19,drugs,internal_corrected
תפ_17501-07-17,תפ_31177-02-21,drugs,internal_corrected
תפ_24278-11-22,תפ_5687-03-23,drugs,internal_corrected
תפ_11199-09-21,תפ_13718-09-16,drugs,internal_corrected
תפ_1094-05-15,תפ_3510-06-15,weapon,internal_corrected
תפ_64418-09-16,תפ_70627-11-17,drugs,external_cocite + internal_corrected
תפ_23454-02-17,תפ_34974-01-12,drugs,internal_corrected
תפ_52785-01-20,תפ_69612-01-23,drugs,internal_corrected
תפ_44666-10-18,תפ_58591-08-18,drugs,internal_corrected
תפ_5391-02-20,תפ_60295-03-22,drugs,internal_corrected
תפ_13236-03-18,תפ_32895-05-22,drugs,internal_corrected
תפ_33697-12-18,תפ_52882-04-15,drugs,internal_corrected
תפ_5649-09-21,תפ_67029-11-18,drugs,internal_corrected
תפ_46662-04-15,תפ_68700-11-18,drugs,internal_corrected
תפ_15963-02-13,תפ_1788-06-17,drugs,internal_corrected
תפ_16969-03-15,תפ_33947-10-15,drugs,internal_corrected
תפ_26087-05-16,תפ_50487-06-22,weapon,internal_corrected
תפ_12158-04-23,תפ_42974-11-12,drugs,internal_corrected
תפ_65292-07-23,תפ_69865-03-18,drugs,internal_corrected
תפ_36187-12-15,תפ_56159-05-13,drugs,external_cocite + internal_corrected
תפ_33945-10-21,תפ_44169-08-22,weapon,internal_corrected
תפ_33839-04-18,תפ_42806-07-18,drugs,internal_corrected
תפ_14460-04-22,תפ_39214-12-15,drugs,internal_corrected
תפ_17021-03-13,תפ_38014-02-22,drugs,internal_corrected
תפ_14460-04-22,תפ_54072-05-16,drugs,internal_corrected
תפ_23577-02-19,תפ_30876-03-17,drugs,internal_corrected
תפ_46786-01-23,תפ_64041-02-19,drugs,internal_corrected
תפ_26620-12-16,תפ_49932-08-21,drugs,internal_corrected
תפ_17021-03-13,תפ_55287-10-23,drugs,internal_corrected
תפ_46662-04-15,תפק_11489-02-23,drugs,internal_corrected
תפ_43167-10-12,תפ_56159-05-13,drugs,external_cocite + internal_corrected
תפ_12158-04-23,תפ_5649-09-21,drugs,internal_corrected
