cluster,label,n_member_names,n_reps,reps,cov_Hybrid-Manual,cov_Hybrid-Full,cov_GPT-Law,cov_GPT-Free,members
780,האם_הייתה_חלוקה_למספר_יחידות_בכל_סוג_סם,1,1,GPT-Law,0,0,1,0,הייתה_חלוקה_למספר_יחידות_בכל_סוג_סם
883,האם_הייתה_חלוקה_למספר_מקומות_מפגש,1,1,GPT-Law,0,0,1,0,הייתה_חלוקה_למספר_מקומות_מפגש
1077,האם_הייתה_כניסה_לישראל_עם_הסם,1,1,GPT-Law,0,0,1,0,הייתה_כניסה_לישראל_עם_הסם
890,האם_הייתה_פגיעה_בקטינים,1,1,GPT-Law,0,0,1,0,הייתה_פגיעה_בקטינים
1129,האם_הייתה_פנייה_יזומה_של_הנאשם_לסוכן,1,1,GPT-Law,0,0,1,0,הייתה_פנייה_יזומה_של_הנאשם_לסוכן
1036,האם_הייתה_קשירת_קשר,1,1,GPT-Law,0,0,1,0,הייתה_קשירת_קשר
1415,האם_הייתה_רכישת_כרטיסי_טיסה,1,1,GPT-Law,0,0,1,0,הייתה_רכישת_כרטיסי_טיסה
1109,היכרות_מוקדמת_עם_הרוכש,1,1,GPT-Law,0,0,1,0,היכרות_מוקדמת_עם_הרוכש
1250,היקף_גניבת_חשמל_בשקלים,1,1,GPT-Law,0,0,1,0,היקף_גניבת_חשמל_בשקלים
1316,היקף_הסם_שלא_לשימוש_עצמי,1,1,GPT-Free,0,0,0,1,היקף_הסם_שלא_לשימוש_עצמי
904,היתר גידול סמים,1,1,Hybrid-Manual,1,0,0,0,היתר_גידול_סמים
1268,האם הכמות לצריכה עצמית,1,1,GPT-Free,0,0,0,1,הכמות_לצריכה_עצמית
899,הכרעת_דין_לאישום_שני,1,1,GPT-Law,0,0,1,0,הכרעת_דין_לאישום_שני
868,הכרעת הדין,1,1,GPT-Free,0,0,0,1,הכרעת_הדין
800,הכשרת_המקום,1,1,GPT-Free,0,0,0,1,הכשרת_המקום
772,הליך גישור שיפוטי,1,1,Hybrid-Full,0,1,0,0,הליך_גישור_שיפוטי
1353,הליך משפטי,1,1,Hybrid-Full,0,1,0,0,הליך_משפטי
1073,האם_המעבדה_הוקמה_למטרות_מסחריות,1,1,GPT-Law,0,0,1,0,המעבדה_הוקמה_למטרות_מסחריות
1393,האם_המעשה_בוצע_במסגרת_ארגון,1,1,GPT-Law,0,0,1,0,המעשה_בוצע_במסגרת_ארגון
1040,האם_המעשה_בוצע_במספר_שלבים,1,1,GPT-Law,0,0,1,0,המעשה_בוצע_במספר_שלבים
990,האם_המעשה_בוצע_לשם_רווח,1,1,GPT-Law,0,0,1,0,המעשה_בוצע_לשם_רווח
1377,האם_המעשה_בוצע_לשם_תמורה_כספית,1,1,GPT-Law,0,0,1,0,המעשה_בוצע_לשם_תמורה_כספית
1456,האם_הנאשם_בעלים_של_הסם,1,1,GPT-Law,0,0,1,0,הנאשם_בעלים_של_הסם
1230,האם_הנאשם_הבין_את_משמעות_מעשיו,1,1,GPT-Law,0,0,1,0,הנאשם_הבין_את_משמעות_מעשיו
1188,האם_הנאשם_הורשע_בעבירות_נוספות_שאינן_סמים,1,1,GPT-Law,0,0,1,0,הנאשם_הורשע_בעבירות_נוספות_שאינן_סמים
602,האם_הנאשם_החזיק_בכלים_לייצור_או_אריזה,2,1,GPT-Law,0,0,1,0,הנאשם_החזיק_בכלים_לייצור_או_אריזה ; הנאשם_השתמש_בכלים_לייצור_או_אריזה
1330,האם_הנאשם_החזיק_בסם_בביתו,1,1,GPT-Law,0,0,1,0,הנאשם_החזיק_בסם_בביתו
1291,האם_הנאשם_החזיק_טלפון_ייעודי,1,1,GPT-Law,0,0,1,0,הנאשם_החזיק_טלפון_ייעודי
910,האם_הנאשם_החזיק_כלים_לשקילה,1,1,GPT-Law,0,0,1,0,הנאשם_החזיק_כלים_לשקילה
874,האם_הנאשם_החזיק_סכין_שלא_כדין,1,1,GPT-Law,0,0,1,0,הנאשם_החזיק_סכין_שלא_כדין
1252,האם_הנאשם_החזיק_סמים_מסוגים_שונים,1,1,GPT-Law,0,0,1,0,הנאשם_החזיק_סמים_מסוגים_שונים
632,האם_הנאשם_החזיק_רכב_ששימש_לעבירה,2,1,GPT-Law,0,0,1,0,הנאשם_החזיק_רכב_ששימש_לעבירה ; הנאשם_היה_בעלים_של_הרכב_ששימש_לעבירה
976,האם_הנאשם_היה_בעל_עבר_פלילי,1,1,GPT-Law,0,0,1,0,הנאשם_היה_בעל_עבר_פלילי
1346,האם_הנאשם_היה_בעל_שליטה_או_יוזם,1,1,GPT-Law,0,0,1,0,הנאשם_היה_בעל_שליטה_או_יוזם
1387,האם_הנאשם_היה_בעל_שליטה_על_הסמים,1,1,GPT-Law,0,0,1,0,הנאשם_היה_בעל_שליטה_על_הסמים
543,האם_הנאשם_היה_בעל_תפקיד_דומיננטי,1,1,GPT-Law,0,0,1,0,הנאשם_היה_בעל_תפקיד_דומיננטי
1198,האם_הנאשם_היה_בעלים_של_החווה,1,1,GPT-Law,0,0,1,0,הנאשם_היה_בעלים_של_החווה
289,האם_הנאשם_היה_מודע_לכמות_הסם,2,1,GPT-Law,0,0,1,0,הנאשם_היה_מודע_לכמות_הסם ; הנאשם_היה_מודע_לסוג_הסם
1334,האם_הנאשם_היה_נהג_מונית,1,1,GPT-Law,0,0,1,0,הנאשם_היה_נהג_מונית
974,האם_הנאשם_היה_נוכח_במפגש,1,1,GPT-Free,0,0,0,1,הנאשם_היה_נוכח_במפגש
1432,האם_הנאשם_היה_שותף_לביצוע,1,1,GPT-Law,0,0,1,0,הנאשם_היה_שותף_לביצוע
216,האם_הנאשם_היה_שותף_לקשר,2,1,GPT-Law,0,0,1,0,הנאשם_היה_שותף_לקשר ; הנאשם_היה_שותף_לתכנון
1121,האם_הנאשם_הכיר_את_הסוכן,1,1,GPT-Law,0,0,1,0,הנאשם_הכיר_את_הסוכן
1033,האם_הנאשם_הציג_תמונות_של_הנשק,1,1,GPT-Law,0,0,1,0,הנאשם_הציג_תמונות_של_הנשק
1091,האם_הנאשם_הציע_כמויות_גדולות,1,1,GPT-Law,0,0,1,0,הנאשם_הציע_כמויות_גדולות
1372,האם_הנאשם_הציע_לסוכן_למכור_עבורו_את_הנשק,1,1,GPT-Law,0,0,1,0,הנאשם_הציע_לסוכן_למכור_עבורו_את_הנשק
1269,האם_הנאשם_השתמש_באנשים_שלישיים,1,1,GPT-Law,0,0,1,0,הנאשם_השתמש_באנשים_שלישיים
882,האם_הנאשם_השתמש_בדרכון_או_זהות_בדויה,1,1,GPT-Law,0,0,1,0,הנאשם_השתמש_בדרכון_או_זהות_בדויה
1383,האם_הנאשם_השתמש_בכוח_או_באלימות,1,1,GPT-Law,0,0,1,0,הנאשם_השתמש_בכוח_או_באלימות
964,האם_הנאשם_השתמש_בכלים_אלקטרוניים_לסחר,1,1,GPT-Law,0,0,1,0,הנאשם_השתמש_בכלים_אלקטרוניים_לסחר
1434,האם_הנאשם_השתמש_בכתובת_שאינה_שלו,1,1,GPT-Law,0,0,1,0,הנאשם_השתמש_בכתובת_שאינה_שלו
803,האם_הנאשם_השתמש_בפרטי_אדם_אחר_ללא_ידיעתו,1,1,GPT-Law,0,0,1,0,הנאשם_השתמש_בפרטי_אדם_אחר_ללא_ידיעתו
853,האם_הנאשם_ידע_במדובר_בסמים,1,1,GPT-Law,0,0,1,0,הנאשם_ידע_במדובר_בסמים
53,האם_הנאשם_יזם_את_המעשה,2,1,GPT-Law,0,0,1,0,הנאשם_יזם_את_המעשה ; הנאשם_עדכן_את_האחר_בזמן_המעשה
1428,האם_הנאשם_יזם_פניה_לסוכן,1,1,GPT-Law,0,0,1,0,הנאשם_יזם_פניה_לסוכן
1089,האם_הנאשם_מסר_את_הסם_בעצמו,1,1,GPT-Free,0,0,0,1,הנאשם_מסר_את_הסם_בעצמו
831,האם_הנאשם_נהג_בקלות_ראש,1,1,GPT-Law,0,0,1,0,הנאשם_נהג_בקלות_ראש
915,האם_הנאשם_נהג_ברכב,1,1,GPT-Free,0,0,0,1,הנאשם_נהג_ברכב
1031,האם_הנאשם_ניסה_לאתר_את_החבילה,1,1,GPT-Law,0,0,1,0,הנאשם_ניסה_לאתר_את_החבילה
786,האם_הנאשם_ניסה_לסחור_בנשק,1,1,GPT-Law,0,0,1,0,הנאשם_ניסה_לסחור_בנשק
1142,האם_הנאשם_נעצר_במהלך_העבירה,1,1,GPT-Law,0,0,1,0,הנאשם_נעצר_במהלך_העבירה
762,האם_הנאשם_נעצר_במעבר_גבול,1,1,GPT-Law,0,0,1,0,הנאשם_נעצר_במעבר_גבול
553,האם_הנאשם_עבר_בגבול_מדינה,1,1,GPT-Law,0,0,1,0,הנאשם_עבר_בגבול_מדינה
206,האם_הנאשם_פעל_באנונימיות_או_הסוואה,2,1,GPT-Law,0,0,1,0,הנאשם_פעל_באנונימיות_או_הסוואה ; הנאשם_פעל_בצורה_אנונימית
1013,האם_הנאשם_פעל_בזהירות_או_תחכום,1,1,GPT-Law,0,0,1,0,הנאשם_פעל_בזהירות_או_תחכום
1227,האם_הנאשם_פעל_ביחסי_אמון_עם_הסוכן,1,1,GPT-Law,0,0,1,0,הנאשם_פעל_ביחסי_אמון_עם_הסוכן
1273,האם_הנאשם_פעל_במחוזות_שונים,1,1,GPT-Law,0,0,1,0,הנאשם_פעל_במחוזות_שונים
782,האם_הנאשם_פעל_במסגרת_ארגון_או_עצמאי,1,1,GPT-Law,0,0,1,0,הנאשם_פעל_במסגרת_ארגון_או_עצמאי
118,האם_הנאשם_פעל_במסגרת_חברות,2,1,GPT-Law,0,0,1,0,הנאשם_פעל_במסגרת_חברות ; הנאשם_פעל_במסגרת_יחסי_חברות_פלילית
546,האם_הנאשם_פעל_במסגרת_יחסי_חוב,2,1,GPT-Law,0,0,1,0,הנאשם_פעל_במסגרת_יחסי_חוב ; הנאשם_פעל_במסגרת_יחסי_מרות
1363,האם_הנאשם_פעל_במסגרת_עבירות_רבות_בזמן_קצר,1,1,GPT-Law,0,0,1,0,הנאשם_פעל_במסגרת_עבירות_רבות_בזמן_קצר
1455,האם_הנאשם_פעל_במסגרת_עיסוקו,1,1,GPT-Law,0,0,1,0,הנאשם_פעל_במסגרת_עיסוקו
722,האם_הנאשם_פעל_במסגרת_קשר_בינאישי,2,1,GPT-Law,0,0,1,0,הנאשם_פעל_במסגרת_קשר_בינאישי ; הנאשם_פעל_במסגרת_קשר_פלילי_בינאישי
499,האם_הנאשם_פעל_במסגרת_קשר_בינלאומי,2,1,GPT-Law,0,0,1,0,הנאשם_פעל_במסגרת_קשר_בינלאומי ; הנאשם_פעל_במסגרת_קשר_פלילי_בינלאומי
683,האם_הנאשם_פעל_במסגרת_קשר_לוגיסטי,2,1,GPT-Law,0,0,1,0,הנאשם_פעל_במסגרת_קשר_לוגיסטי ; הנאשם_פעל_במסגרת_קשר_פלילי_לוגיסטי
1469,האם_הנאשם_פעל_במסגרת_קשר_עם_לקוחות_ממגוון_אזורים_בריאותיים,1,1,GPT-Law,0,0,1,0,הנאשם_פעל_במסגרת_קשר_עם_לקוחות_ממגוון_אזורים_בריאותיים
1308,האם_הנאשם_פעל_במסגרת_קשר_עם_לקוחות_ממגוון_אזורים_פוליטיים,1,1,GPT-Law,0,0,1,0,הנאשם_פעל_במסגרת_קשר_עם_לקוחות_ממגוון_אזורים_פוליטיים
1464,האם_הנאשם_פעל_במסגרת_קשר_רב_שלבי,1,1,GPT-Law,0,0,1,0,הנאשם_פעל_במסגרת_קשר_רב_שלבי
1476,האם_הנאשם_פעל_במספר_אמצעי_תקשורת,1,1,GPT-Law,0,0,1,0,הנאשם_פעל_במספר_אמצעי_תקשורת
1299,האם_הנאשם_פעל_במספר_מועדים,1,1,GPT-Law,0,0,1,0,הנאשם_פעל_במספר_מועדים
993,האם_הנאשם_פעל_בצורה_שיטתית,1,1,GPT-Law,0,0,1,0,הנאשם_פעל_בצורה_שיטתית
739,האם_הנאשם_פעל_בשליחות_אחר,1,1,GPT-Law,0,0,1,0,הנאשם_פעל_בשליחות_אחר
1433,האם_הנאשם_פעל_להסתרת_זהות,1,1,GPT-Law,0,0,1,0,הנאשם_פעל_להסתרת_זהות
921,האם_הנאשם_פעל_להסתרת_מטרת_השכירות,1,1,GPT-Law,0,0,1,0,הנאשם_פעל_להסתרת_מטרת_השכירות
1270,האם_הנאשם_פעל_ללא_היכרות_מוקדמת_עם_המשתמשים_בזהותם,1,1,GPT-Law,0,0,1,0,הנאשם_פעל_ללא_היכרות_מוקדמת_עם_המשתמשים_בזהותם
742,האם_הנאשם_פעל_מחוץ_לישראל,1,1,GPT-Law,0,0,1,0,הנאשם_פעל_מחוץ_לישראל
1359,האם_הנאשם_פעל_מתוך_דירת_מגורים,1,1,GPT-Law,0,0,1,0,הנאשם_פעל_מתוך_דירת_מגורים
1360,האם_הנאשם_קיבל_הנחיות_במהלך_הביצוע,1,1,GPT-Law,0,0,1,0,הנאשם_קיבל_הנחיות_במהלך_הביצוע
1170,האם_הנאשם_קיבל_תשלום_עבור_אחסון,1,1,GPT-Law,0,0,1,0,הנאשם_קיבל_תשלום_עבור_אחסון
1396,"האם_הנאשם_שהה_בחו""ל_בעת_ביצוע_העבירה",1,1,GPT-Free,0,0,0,1,הנאשם_שהה_בחול_בעת_ביצוע_העבירה
607,האם_הנאשם_שכר_נכס_לצורך_העבירה,1,1,GPT-Law,0,0,1,0,הנאשם_שכר_נכס_לצורך_העבירה
913,האם_הנאשמת_הודתה,1,1,GPT-Free,0,0,0,1,הנאשמת_הודתה
1046,האם_הנאשמת_קיבלה_את_החבילה_פיזית,1,1,GPT-Free,0,0,0,1,הנאשמת_קיבלה_את_החבילה_פיזית
1011,הנחיה_על_ידי_אחר,1,1,GPT-Law,0,0,1,0,הנחיה_על_ידי_אחר
451,האם_הנפגע_קטין,1,1,GPT-Law,0,0,1,0,הנפגע_קטין
1044,האם_הסוכן_פעל_בהנחיית_משטרה,1,1,GPT-Law,0,0,1,0,הסוכן_פעל_בהנחיית_משטרה
875,האם הסחר בוצע ללא היתר,1,1,GPT-Free,0,0,0,1,הסחר_בוצע_ללא_היתר
636,הסכמה_ותמורה,1,1,GPT-Free,0,0,0,1,הסכמה_ותמורה
533,הסכמת_הנאשם,1,1,GPT-Free,0,0,0,1,הסכמת_הנאשם
927,הסלקה,1,1,GPT-Free,0,0,0,1,הסלקה
961,האם הסם הוגדר כקשה,1,1,GPT-Free,0,0,0,1,הסם_הוגדר_כקשה
1175,האם_הסם_הוסתר_באופן_מתוחכם,1,1,GPT-Law,0,0,1,0,הסם_הוסתר_באופן_מתוחכם
1096,האם_הסם_נועד_לשימוש_עצמי,1,1,GPT-Law,0,0,1,0,הסם_נועד_לשימוש_עצמי
1007,האם הסם שנתפס היה מחולק ליחידות,1,1,GPT-Free,0,0,0,1,הסם_שנתפס_היה_מחולק_ליחידות
1405,האם_הסמים_חולקו_ליחידות,1,1,GPT-Law,0,0,1,0,הסמים_חולקו_ליחידות
1307,הסתרה_מתוחכמת,1,1,GPT-Law,0,0,1,0,הסתרה_מתוחכמת
674,הסתרת זהות,1,1,GPT-Free,0,0,0,1,הסתרת_זהות
1172,הסתרת מטרת השכירות,1,1,GPT-Free,0,0,0,1,הסתרת_מטרת_השכירות
1057,האם_העבירה_בוצעה_בבית_מגורים,1,1,GPT-Law,0,0,1,0,העבירה_בוצעה_בבית_מגורים
861,האם_העבירה_בוצעה_במסגרת_ארגון_פשע,1,1,GPT-Law,0,0,1,0,העבירה_בוצעה_במסגרת_ארגון_פשע
1200,האם_העבירה_בוצעה_במספר_חדרים,1,1,GPT-Law,0,0,1,0,העבירה_בוצעה_במספר_חדרים
914,האם_העבירה_בוצעה_במשך_תקופה_ממושכת,1,1,GPT-Law,0,0,1,0,העבירה_בוצעה_במשך_תקופה_ממושכת
1249,האם_העבירה_בוצעה_במתחם_ששייך_לאחר,1,1,GPT-Law,0,0,1,0,העבירה_בוצעה_במתחם_ששייך_לאחר
1281,האם_העבירה_בוצעה_כלפי_קטין,1,1,GPT-Law,0,0,1,0,העבירה_בוצעה_כלפי_קטין
995,האם_העבירה_בוצעה_לצריכת_אחרים,1,1,GPT-Law,0,0,1,0,העבירה_בוצעה_לצריכת_אחרים
824,האם_העבירה_בוצעה_לשימוש_עצמי,1,1,GPT-Law,0,0,1,0,העבירה_בוצעה_לשימוש_עצמי
1331,האם_העבירה_קרובה_לסייג_לאחריות_פלילית,1,1,GPT-Law,0,0,1,0,העבירה_קרובה_לסייג_לאחריות_פלילית
1110,האם_העבירות_בוצעו_במספר_כתובות,1,1,GPT-Law,0,0,1,0,העבירות_בוצעו_במספר_כתובות
880,העברת_כספים_למימוש_הקשר,1,1,GPT-Law,0,0,1,0,העברת_כספים_למימוש_הקשר
1403,העברת מידע לאחרים,1,1,GPT-Free,0,0,0,1,העברת_מידע_לאחרים
1339,העברת_סמים_לאחרים,1,1,GPT-Free,0,0,0,1,העברת_סמים_לאחרים
799,הפעלת מעבדות סמים בדירות מגורים,1,1,GPT-Free,0,0,0,1,הפעלת_מעבדות_סמים_בדירות_מגורים
1262,הפרת חוק חשמל,1,1,Hybrid-Manual,1,0,0,0,הפרת_חוק_חשמל
767,הצגת תעודת זהות מזויפת,1,1,GPT-Free,0,0,0,1,הצגת_תעודת_זהות_מזויפת
1329,הצטיידות_במדפים,1,1,GPT-Law,0,0,1,0,הצטיידות_במדפים
1105,הצעה לערבוב סמים,1,1,Hybrid-Manual,1,0,0,0,הצעה_לערבוב_סמים
1332,הקשר ביצוע העבירות,1,1,GPT-Free,0,0,0,1,הקשר_ביצוע_העבירות
1079,השארת כסף בארון חשמל,1,1,Hybrid-Full,0,1,0,0,השארת_כסף_בארון_חשמל
970,השפעת_אחרים_על_הנאשם,1,1,GPT-Law,0,0,1,0,השפעת_אחרים_על_הנאשם
1399,השתלשלות_העבירה,1,1,GPT-Free,0,0,0,1,השתלשלות_העבירה
1092,השתתפות_אחרים_בעסקה,1,1,GPT-Free,0,0,0,1,השתתפות_אחרים_בעסקה
1311,השתתפות_בצוותא,1,1,GPT-Law,0,0,1,0,השתתפות_בצוותא
1313,השתתפות צדדים נוספים,1,1,GPT-Free,0,0,0,1,השתתפות_צדדים_נוספים
1151,התחזות,1,1,GPT-Free,0,0,0,1,התחזות
939,התחייבות כספית,1,1,GPT-Free,0,0,0,1,התחייבות_כספית
1321,התחמקות מתשלום חשמל,1,1,GPT-Free,0,0,0,1,התחמקות_מתשלום_חשמל
1014,התערבות נוספת,1,1,Hybrid-Manual,1,0,0,0,התערבות_נוספת
935,התקנת_חבלים_לייבוש,1,1,GPT-Law,0,0,1,0,התקנת_חבלים_לייבוש
783,התקנת_מפוח_ומאוורר,1,1,GPT-Law,0,0,1,0,התקנת_מפוח_ומאוורר
793,התקשרות עם זוגתו לתיאום מכירה,1,1,Hybrid-Full,0,1,0,0,התקשרות_עם_זוגתו_לתיאום_מכירה
894,התקשרות עם חברים,1,1,Hybrid-Manual,1,0,0,0,התקשרות_עם_חברים
1012,התקשרות עם שי במהלך קבלת החבילה,1,1,Hybrid-Manual,1,0,0,0,התקשרות_עם_שי_במהלך_קבלת_החבילה
1447,התראה פעולה של צילום מסך,1,1,Hybrid-Manual,1,0,0,0,התראה_פעולה_של_צילום_מסך
697,זהות_המנחה,1,1,GPT-Law,0,0,1,0,זהות_המנחה
539,זהות המסר,1,1,Hybrid-Manual,1,0,0,0,זהות_המסר
1237,זהות המציע,1,1,Hybrid-Manual,1,0,0,0,זהות_המציע
1112,זהות המקבל,1,1,Hybrid-Manual,1,0,0,0,זהות_המקבל
1320,זהות הקונה בעסקת הסם,1,1,GPT-Free,0,0,0,1,זהות_הקונה_בעסקת_הסם
790,זהות הקטין,1,1,Hybrid-Full,0,1,0,0,זהות_הקטין
877,זהות מביא הסם,1,1,Hybrid-Full,0,1,0,0,זהות_מביא_הסם
1009,זהות מסירי הסמים,1,1,Hybrid-Manual,1,0,0,0,זהות_מסירי_הסמים
936,זהות נוספת של הנאשם,1,1,Hybrid-Full,0,1,0,0,זהות_נוספת_של_הנאשם
1181,זהות שותף לעבירה,1,1,GPT-Free,0,0,0,1,זהות_שותף_לעבירה
973,זהות שותפים,1,1,GPT-Free,0,0,0,1,זהות_שותפים
1357,זיהוי רכב,1,1,Hybrid-Full,0,1,0,0,זיהוי_רכב
785,זמן גילוי הסם,1,1,Hybrid-Full,0,1,0,0,זמן_גילוי_הסם
665,זמן הגעת הסוכן למפגש,1,1,Hybrid-Full,0,1,0,0,זמן_הגעת_הסוכן_למפגש
545,זמן המסירה,1,1,Hybrid-Manual,1,0,0,0,זמן_המסירה
255,זמן המפגש לעסקת הסם,2,1,Hybrid-Full,0,1,0,0,זמן_המפגש_לעסקת_הסם ; זמן_הצעת_עסקת_הסם
321,זמן העסקה הראשונה,2,1,Hybrid-Full,0,1,0,0,זמן_העסקה_הראשונה ; זמן_העסקה_השנייה
996,זמן העצירה,1,1,Hybrid-Manual,1,0,0,0,זמן_העצירה
847,זמן השיחות,1,1,Hybrid-Full,0,1,0,0,זמן_השיחות
1032,זמן התקשרות עם הסוכן,1,1,Hybrid-Full,0,1,0,0,זמן_התקשרות_עם_הסוכן
759,זמן מהירות התקשרות לעסקה,1,1,Hybrid-Manual,1,0,0,0,זמן_מהירות_התקשרות_לעסקה
1141,זמן מציאת הסמים בבית הנאשם,1,1,Hybrid-Full,0,1,0,0,זמן_מציאת_הסמים_בבית_הנאשם
896,זמן נחיתה בישראל,1,1,Hybrid-Manual,1,0,0,0,זמן_נחיתה_בישראל
1361,זמן קבלת הסם,1,1,Hybrid-Manual,1,0,0,0,זמן_קבלת_הסם
863,זמן תפיסת הדירות,1,1,Hybrid-Full,0,1,0,0,זמן_תפיסת_הדירות
392,זמני העסקאות,1,1,Hybrid-Manual,1,0,0,0,זמני_העסקאות
1224,זמנים רלוונטיים,1,1,Hybrid-Full,0,1,0,0,זמנים_רלוונטיים
1061,חוק העבירה,1,1,Hybrid-Manual,1,0,0,0,חוק_העבירה
1323,חיבור לא חוקי לחשמל,1,1,GPT-Free,0,0,0,1,חיבור_לא_חוקי_לחשמל
986,חיבור לא מוסדר לרשת החשמל,1,1,Hybrid-Manual,1,0,0,0,חיבור_לא_מוסדר_לרשת_החשמל
777,חלקה_היחסי_בעבירה,1,1,GPT-Law,0,0,1,0,חלקה_היחסי_בעבירה
1160,חלקו_היחסי_של_עמית,1,1,GPT-Law,0,0,1,0,חלקו_היחסי_של_עמית
1236,חלקו_של_המתווך,1,1,GPT-Law,0,0,1,0,חלקו_של_המתווך
781,חשד כי הקטנוע גנוב,1,1,GPT-Free,0,0,0,1,חשד_כי_הקטנוע_גנוב
1401,חשד_לסמים,1,1,GPT-Free,0,0,0,1,חשד_לסמים
1435,טווח_כמות_לעסקה_בגרם,1,1,GPT-Law,0,0,1,0,טווח_כמות_לעסקה_בגרם
1190,טלפון המבצעי,1,1,Hybrid-Full,0,1,0,0,טלפון_המבצעי
1386,טלפון הנאשם,1,1,Hybrid-Full,0,1,0,0,טלפון_הנאשם
1278,טלפון_נייד_בשימוש_הנאשם,1,1,GPT-Free,0,0,0,1,טלפון_נייד_בשימוש_הנאשם
439,טלפונים_ניידים_שנתפסו,1,1,GPT-Free,0,0,0,1,טלפונים_ניידים_שנתפסו
778,ידיעת הנאשם על סוג וכמות הסם,1,1,GPT-Free,0,0,0,1,ידיעת_הנאשם_על_סוג_וכמות_הסם
1457,יוזם_העבירה,1,1,GPT-Free,0,0,0,1,יוזם_העבירה
827,יחידות_משקל,1,1,GPT-Law,0,0,1,0,יחידות_משקל
1449,יחידת משטרה,1,1,Hybrid-Manual,1,0,0,0,יחידת_משטרה
1482,יחידת_שווי_הסם,1,1,GPT-Law,0,0,1,0,יחידת_שווי_הסם
1475,ייעוד_החזקה,1,1,GPT-Law,0,0,1,0,ייעוד_החזקה
676,יעד הטיסה הראשון,1,1,Hybrid-Manual,1,0,0,0,יעד_הטיסה_הראשון
887,יעד_המשלוח,1,1,GPT-Law,0,0,1,0,יעד_המשלוח
814,יעד הנסיעה,1,1,Hybrid-Manual,1,0,0,0,יעד_הנסיעה
983,יעד הסמים,1,1,Hybrid-Full,0,1,0,0,יעד_הסמים
832,יציאת_הנאשם_מהארץ,1,1,GPT-Free,0,0,0,1,יציאת_הנאשם_מהארץ
1351,האם יש היתר או רישיון לסם,1,1,GPT-Free,0,0,0,1,יש_היתר_או_רישיון_לסם
1468,כינוי בטלגרם של הנאשם,1,1,Hybrid-Full,0,1,0,0,כינוי_בטלגרם_של_הנאשם
298,כינוי היוזר בטלגרם,2,1,Hybrid-Manual,1,0,0,0,כינוי_היוזר_בטלגרם ; כינויים_בטלגרם
175,כינוי הסם,2,1,Hybrid-Manual,1,0,0,0,כינוי_הסם ; כינוי_נוסף_לסם
743,כלי אחסון חשיש לצריכה עצמית,1,1,Hybrid-Manual,1,0,0,0,כלי_אחסון_חשיש_לצריכה_עצמית
802,כלי גידול,1,1,Hybrid-Manual,1,0,0,0,כלי_גידול
1315,כלי עזר לעבירה,1,1,GPT-Free,0,0,0,1,כלי_עזר_לעבירה
900,כלי פריצה שנמצא בשימוש,1,1,Hybrid-Manual,1,0,0,0,כלי_פריצה_שנמצא_בשימוש
975,כלי רכב,1,1,Hybrid-Manual,1,0,0,0,כלי_רכב
1378,כלים לייצור ואריזת הסמים,1,1,Hybrid-Full,0,1,0,0,כלים_לייצור_ואריזת_הסמים
985,כלים שנתפסו,1,1,GPT-Free,0,0,0,1,כלים_שנתפסו
1414,כמויות סם,1,1,GPT-Free,0,0,0,1,כמויות_סם
806,כמויות סם בעסקאות,1,1,Hybrid-Manual,1,0,0,0,כמויות_סם_בעסקאות
982,כמויות סמים נוספות,1,1,Hybrid-Manual,1,0,0,0,כמויות_סמים_נוספות
1453,כמות_אחזקת_סם_שלא_לצריכה_עצמית_בגרם,1,1,GPT-Law,0,0,1,0,כמות_אחזקת_סם_שלא_לצריכה_עצמית_בגרם
619,כמות_גרם_מוכן_להפצה,1,1,GPT-Law,0,0,1,0,כמות_גרם_מוכן_להפצה
527,כמות_גרם_עסקה_1,2,1,GPT-Law,0,0,1,0,כמות_גרם_עסקה_1 ; כמות_גרם_עסקה_2
1314,כמות_הסם_בבית,1,1,GPT-Free,0,0,0,1,כמות_הסם_בבית
48,כמות_הסם_בהזדמנות_ראשונה_גרם,2,1,GPT-Free,0,0,0,1,כמות_הסם_בהזדמנות_ראשונה_גרם ; כמות_הסם_בהזדמנות_שנייה_גרם
1356,כמות הסם בהחזקה,1,1,GPT-Free,0,0,0,1,כמות_הסם_בהחזקה
1203,כמות_הסם_בעסקה_שניסתה_להתבצע,1,1,GPT-Law,0,0,1,0,כמות_הסם_בעסקה_שניסתה_להתבצע
1114,כמות הסם בעת המעצר,1,1,Hybrid-Full,0,1,0,0,כמות_הסם_בעת_המעצר
1166,כמות_הסם_המיועדת_לסחר,1,1,GPT-Free,0,0,0,1,כמות_הסם_המיועדת_לסחר
892,כמות הסם המפוזר,1,1,Hybrid-Manual,1,0,0,0,כמות_הסם_המפוזר
1406,כמות הסם המרכזי,1,1,GPT-Free,0,0,0,1,כמות_הסם_המרכזי
794,כמות_הסם_שהושלכה_מהרכב,1,1,GPT-Free,0,0,0,1,כמות_הסם_שהושלכה_מהרכב
1336,כמות חדרים במעבדה,1,1,Hybrid-Full,0,1,0,0,כמות_חדרים_במעבדה
867,כמות חדרים בשימוש לגידול,1,1,Hybrid-Manual,1,0,0,0,כמות_חדרים_בשימוש_לגידול
752,כמות_כדורים,1,1,GPT-Law,0,0,1,0,כמות_כדורים
1369,כמות לקוחות,1,1,Hybrid-Manual,1,0,0,0,כמות_לקוחות
